구간 번호,관리청,도로 분류,대표지역,도로(노선)명,총길이(km),기점_위도(WGS84(4326)),기점_경도(WGS84(4326)),종점_위도(WGS84(4326)),종점_경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
26230-6,부산광역시 부산진구,지방도,부산광역시 부산진구,연수로,0.23,35.17431,129.07503,35.1768,129.07614,-0.00111,-0.00249,245.9734934
26230-7,부산광역시 부산진구,지방도,부산광역시 부산진구,양정로,0.21,35.17373,129.0739,35.17221,129.07455,-0.00065,0.00152,113.1530816
26230-8,부산광역시 부산진구,지방도,부산광역시 부산진구,중앙대로,0.2,35.17292,129.07147,35.17169,129.07276,-0.00129,0.00123,136.3639275
26230-9,부산광역시 부산진구,지방도,부산광역시 부산진구,연수로,0.21,35.17314,129.07227,35.1718,129.07329,-0.00102,0.00134,127.2781742
26260-3,부산광역시 동래구,지방도,부산광역시 동래구,쇠미로,0.28,35.2113664,129.0666441,35.20970486,129.0645656,0.002078493,0.001661538,38.63868188
26260-4,부산광역시 동래구,지방도,부산광역시 동래구,복천로,0.97,35.20730696,129.095083,35.20562301,129.0861576,0.0089254,0.001683952,10.68437916
26260-5,부산광역시 동래구,지방도,부산광역시 동래구,안락로/명장로,1.2,35.19923047,129.1075947,35.20479467,129.1107112,-0.003116451,-0.005564194,240.7472367
26260-6,부산광역시 동래구,지방도,부산광역시 동래구,수안동 ,0.2,35.19771439,129.0824957,35.19609066,129.0841801,-0.001684447,0.001623732,136.0514206
26260-7,부산광역시 동래구,지방도,부산광역시 동래구,수안동,0.2,35.19481434,129.0864302,35.19413065,129.0889086,-0.002478403,0.000683686,164.5780744
26260-8,부산광역시 동래구,지방도,부산광역시 동래구,수안동,0.2,35.19393284,129.090466,35.19367283,129.0922404,-0.00177437,0.000260014,171.6632677
26290-1,부산광역시 남구,지방도,부산광역시 남구,동명로,0.6,35.1212349,129.09876,35.1196215,129.1120426,-0.0132826,0.0016134,173.074371
26290-2,부산광역시 남구,지방도,부산광역시 남구,진남로,1.3,35.1355083,129.0838213,35.1480835,129.074105,0.0097163,-0.0125752,307.6916728
26290-3,부산광역시 남구,지방도,부산광역시 남구,이기대공원로,0.6,35.1244808,129.1147473,35.1250987,129.1193136,-0.0045663,-0.0006179,187.7063091
26290-4,부산광역시 남구,지방도,부산광역시 남구,신선대산복로,0.4,35.1212086,129.098685,35.1032196,129.1156602,-0.0169752,0.017989,133.3391529
26290-5,부산광역시 남구,지방도,부산광역시 남구,황령대로319번가길,0.8,35.1537062,129.0886946,35.1502164,129.0897192,-0.0010246,0.0034898,106.3621591
26290-6,부산광역시 남구,지방도,부산광역시 남구,장고개로,0.9,35.1356689,129.0692632,35.1253706,129.0710092,-0.001746,0.0102983,99.6225694
26320-2,부산광역시 북구,지방도,부산광역시 북구,산성로,1,35.24152309,129.024272,35.25011758,129.0420569,-0.017784883,-0.008594495,205.7920272
26320-4,부산광역시 북구,지방도,부산광역시 북구,만덕고개길,1.9,35.21481438,129.0455725,35.21619206,129.0502845,-0.004712068,-0.00137768,196.2974813
26320-5,부산광역시 북구,지방도,부산광역시 북구,운수사길,1,35.19286189,129.0086946,35.19284362,129.0087084,-0.0000138,0.0000183,126.9754164
26350-10,부산광역시 해운대구,지방도,부산광역시 해운대구,신반송로,0.6,35.22800471,129.1628229,35.2306479,129.1573043,0.005518614,-0.002643193,334.4074677
26350-11,부산광역시 해운대구,지방도,부산광역시 해운대구,반송순환로,1.1,35.22155163,129.1443071,35.21971567,129.1535285,-0.00922136,0.001835958,168.739745
26350-12,부산광역시 해운대구,지방도,부산광역시 해운대구,재반로,0.8,35.20490741,129.1259829,35.20012943,129.1316052,-0.005622307,0.004777979,139.6412726
26350-13,부산광역시 해운대구,지방도,부산광역시 해운대구,재반로,1.2,35.19356553,129.1300153,35.17933589,129.126207,0.003808312,0.014229639,75.01693888
26350-14,부산광역시 해운대구,지방도,부산광역시 해운대구,달맞이길,1.2,35.16081621,129.1723722,35.15777331,129.1825005,-0.010128335,0.003042904,163.2779027
26350-15,부산광역시 해운대구,지방도,부산광역시 해운대구,달맞이길,0.2,35.17800914,129.1930246,35.17911453,129.1955131,-0.002488527,-0.001105394,203.9506137
26350-16,부산광역시 해운대구,지방도,부산광역시 해운대구,재송2로,0.8,35.19316685,129.1293971,35.19061806,129.1349272,-0.005530077,0.002548785,155.2552563
26350-17,부산광역시 해운대구,지방도,부산광역시 해운대구,해운대로61번길,1.1,35.19152533,129.1204334,35.19145303,129.1279812,-0.007547778,0.0000723,179.4511831
26350-18,부산광역시 해운대구,지방도,부산광역시 해운대구,청사포로,1.3,35.16448796,129.1806612,35.16074,129.192725,-0.012063841,0.003747958,162.7411821
26380-1,부산광역시 사하구,지방도,부산광역시 사하구,대티로,1,35.103377,129.000326,35.106851,129.007833,-0.007507,-0.003474,204.8331934
26380-2,부산광역시 사하구,지방도,부산광역시 사하구,장평로,1.5,35.089877,128.973002,35.096669,128.982847,-0.009845,-0.006792,214.6015355
26380-3,부산광역시 사하구,지방도,부산광역시 사하구,두송로,1.4,35.080892,128.977432,35.072651,128.983799,-0.006367,0.008241,127.6896891
26380-4,부산광역시 사하구,지방도,부산광역시 사하구,다대로,1.2,35.101366,128.97636,35.089634,128.977709,-0.001349,0.011732,96.5593288
26380-5,부산광역시 사하구,지방도,부산광역시 사하구,제석로,1.6,35.107394,128.976046,35.115462,128.989095,-0.013049,-0.008068,211.727877
26380-6,부산광역시 사하구,지방도,부산광역시 사하구,옥천로,1.2,35.087659,129.005057,35.097124,129.010234,-0.005177,-0.009465,241.3229947
26380-7,부산광역시 사하구,지방도,부산광역시 사하구,낙동대로,0.5,35.100269,128.993164,35.103215,128.990774,0.00239,-0.002946,309.0513666
26380-8,부산광역시 사하구,지방도,부산광역시 사하구,까치고개로,0.2,35.104527,129.007671,35.104724,129.009481,-0.00181,-0.000197,186.2116092
26380-9,부산광역시 사하구,지방도,부산광역시 사하구,낙동대로,1.2,35.115375,128.962125,35.120312,128.963195,-0.00107,-0.004937,257.7713671
26380-10,부산광역시 사하구,지방도,부산광역시 사하구,을숙도대로,1.4,35.085103,128.977883,35.08671,128.993475,-0.015592,-0.001607,185.8844509
26380-11,부산광역시 사하구,지방도,부산광역시 사하구,다대로,1,35.055316,128.964177,35.058355,128.965794,-0.001617,-0.003039,241.9833197
26380-12,부산광역시 사하구,지방도,부산광역시 사하구,낙동남로,0.3,35.106243,128.960069,35.107906,128.947166,0.012903,-0.001663,352.6559337
26380-13,부산광역시 사하구,지방도,부산광역시 사하구,감천로,0.5,35.084013,129.009115,35.081828,129.011197,-0.002082,0.002185,133.6172207
26380-14,부산광역시 사하구,지방도,부산광역시 사하구,다대로,0.4,35.063559,128.979525,35.061973,128.976978,0.002547,0.001586,31.91024793
26380-15,부산광역시 사하구,지방도,부산광역시 사하구,감천로,0.8,35.092352,128.99372,35.090913,128.997419,-0.003699,0.001439,158.7427674
26410-1,부산광역시 금정구,지방도,부산광역시 금정구,산성로,7,35.231924,129.07627,35.280976,129.045948,0.030322,-0.049052,301.7227117
26410-2,부산광역시 금정구,지방도,부산광역시 금정구,범어로,4.5,35.275761,129.084951,35.277647,129.08992,-0.004969,-0.001886,200.7844196
26440-1,부산광역시 강서구,지방도,부산광역시 강서구,국도2호선,0.7,35.112071,128.86743,35.108221,128.848164,0.019266,0.00385,11.30078162
26440-2,부산광역시 강서구,지방도,부산광역시 강서구,가락대로,1.2,35.113236,128.84451,35.127345,128.856089,-0.011579,-0.014109,230.6248958
26440-3,부산광역시 강서구,지방도,부산광역시 강서구,과학산단로,1,35.213634,128.96963,35.149449,128.821796,0.147834,0.064185,23.46901082
26440-4,부산광역시 강서구,일반국도,부산광역시 강서구,구포대교,1.1,35.21046452,128.9854584,35.21046452,128.9854584,0,0,
26440-5,부산광역시 강서구,고속국도,부산광역시 강서구,거가대로,0.4,35.05771553,128.8287758,35.05764203,128.8289931,-0.000217256,0.0000735,161.3082438
26440-6,부산광역시 강서구,일반국도,부산광역시 강서구,거가대로,1,35.0299385,128.8217463,35.0301908,128.8215487,0.000197545,-0.000252296,308.0606084
26440-7,부산광역시 강서구,고속국도,부산광역시 강서구,공항로,0.8,35.18075028,128.9578171,35.18095926,128.9568027,0.001014461,-0.000208981,348.3598203
26440-8,부산광역시 강서구,지방도,부산광역시 강서구,공항로,0.8,35.21153902,128.9756821,35.21185432,128.9722061,0.003475984,-0.000315297,354.81704
26440-9,부산광역시 강서구,지방도,부산광역시 강서구,공항로,0.9,35.17031384,128.9601692,35.16756482,128.9598794,0.000289767,0.00274902,83.98282991
26440-10,부산광역시 강서구,지방도,부산광역시 강서구,르노삼성로,0.5,35.09795261,128.9271181,35.09693573,128.9268088,0.000309227,0.001016876,73.08574719
26440-11,부산광역시 강서구,지방도,부산광역시 강서구,가락대로,0.7,35.17704762,128.9010986,35.17495308,128.9010033,0.0000953,0.002094542,87.39532121
26440-12,부산광역시 강서구,지방도,부산광역시 강서구,국도2호선,0.7,35.11042218,128.85627,35.1106113,128.8555645,0.000705468,-0.000189114,344.9936026
26440-13,부산광역시 강서구,지방도,부산광역시 강서구,가락대로,1.2,35.12220815,128.8487731,35.12401044,128.8502941,-0.00152102,-0.001802291,229.8377309
26440-14,부산광역시 강서구,지방도,부산광역시 강서구,과학산단로,5.5,35.14893328,128.8378128,35.14949992,128.8113943,0.02641849,-0.000566645,358.7712625
26470-1,부산광역시 연제구,지방도,부산광역시 연제구,황령산로,1,35.17241588,129.0836365,35.16493525,129.0830569,0.000579554,0.007480633,85.5699176
26470-2,부산광역시 연제구,지방도,부산광역시 연제구,황령산로,1.4,35.16498752,129.0830777,35.15888216,129.0829426,0.000135111,0.006105356,88.73226003
26500-1,부산광역시 수영구,지방도,부산광역시 수영구,황령산고갯길,1.2,35.147359,129.109892,35.150469,129.102291,0.007601,-0.00311,337.7477478
26500-2,부산광역시 수영구,지방도,부산광역시 수영구,부산여상고갯길,0.1,35.170229,129.096365,35.170337,129.097204,-0.000839,-0.000108,187.3350439
26500-3,부산광역시 수영구,지방도,부산광역시 수영구,백산허리길,0.6,35.161732,129.12753,35.157152,129.12494,0.00259,0.00458,60.51174589
26530-1,부산광역시 사상구,지방도,부산광역시 사상구,운수사 진입로,0.8,35.18590261,129.0036991,35.1842748,129.0123799,-0.008680803,0.001627813,169.3793115
26530-2,부산광역시 사상구,지방도,부산광역시 사상구,백양마을 일원,0.6,35.15393469,128.9982397,35.15624273,128.9992289,-0.000989147,-0.002308038,246.8016581
26530-3,부산광역시 사상구,지방도,부산광역시 사상구,동서대 진입로,1.5,35.15089567,129.0113455,35.14692139,129.0105518,0.000793685,0.003974276,78.70629647
26530-4,부산광역시 사상구,지방도,부산광역시 사상구,엄궁롯데캐슬 진입로,0.6,35.1289517,128.9706135,35.12798542,128.9767767,-0.006163216,0.000966272,171.0896712
26530-5,부산광역시 사상구,지방도,부산광역시 사상구,엄궁로,1.4,35.131049,128.97214,35.128223,128.978437,-0.006297,0.002826,155.8301659
26530-6,부산광역시 사상구,지방도,부산광역시 사상구,대덕여고 진입로,0.5,35.178683,128.98942,35.178569,128.993432,-0.004012,0.000114,178.3723924
26530-7,부산광역시 사상구,지방도,부산광역시 사상구,주감초등학교,0.37,35.15298,129.001543,35.154787,129.002272,-0.000729,-0.001807,248.0293192
26530-8,부산광역시 사상구,지방도,부산광역시 사상구,우리주유소,0.16,35.169512,128.988515,35.169043,128.990709,-0.002194,0.000469,167.9337811
26530-9,부산광역시 사상구,지방도,부산광역시 사상구,신모라사거리,0.3,35.186397,128.991219,35.186222,128.994548,-0.003329,0.000175,176.9908259
26530-10,부산광역시 사상구,지방도,부산광역시 사상구,주례여중,0.45,35.150463,129.005959,35.146576,129.006503,-0.000544,0.003887,97.96700812
26530-11,부산광역시 사상구,지방도,부산광역시 사상구,냉정역5번 출구,0.46,35.150833,129.010094,35.146843,129.010566,-0.000472,0.00399,96.74649331
26530-12,부산광역시 사상구,지방도,부산광역시 사상구,주례여고,0.6,35.151111,129.01261,35.145944,129.013339,-0.000729,0.005167,98.03072227
26530-13,부산광역시 사상구,지방도,부산광역시 사상구,모라중학교,0.25,35.189902,128.989977,35.189468,128.993115,-0.003138,0.000434,172.1256807
26530-14,부산광역시 사상구,지방도,부산광역시 사상구,주례 현대아파트,0.32,35.153739,129.002123,35.1548,129.002246,-0.000123,-0.001061,263.3873118
26710-1,부산광역시 기장군,위임국도,부산광역시 기장군,웅상대로(국도7호선),1.7,35.3513142,129.1349567,35.36066033,129.142771,-0.007814295,-0.009346128,230.1010151
26710-2,부산광역시 기장군,위임국도,부산광역시 기장군,만화고개(국도14호선),1.5,35.2540072,129.1981729,35.24818308,129.1845134,0.013659424,0.005824125,23.09250054
26710-3,부산광역시 기장군,위임국도,부산광역시 기장군,명례산단앞(국도14호선),1.6,35.38474635,129.2557858,35.37433649,129.2617618,-0.005976048,0.010409853,119.859107
26710-4,부산광역시 기장군,지방도,부산광역시 기장군,갈치고개(군도17호선),1,35.25372857,129.1839821,35.25290398,129.1774468,0.006535249,0.000824581,7.19125611
26710-5,부산광역시 기장군,지방도,부산광역시 기장군,금정경계(군도17호선),1,35.2775086,129.1334739,35.28288156,129.1270532,0.006420754,-0.005372958,320.0770313
26710-6,부산광역시 기장군,지방도,부산광역시 기장군,국지도 60호선(산단로),0.9,35.34518009,129.1587837,35.35229305,129.1548503,0.003933412,-0.007112964,298.9422397
26710-7,부산광역시 기장군,지방도,부산광역시 기장군,곰내재(군도19호선),1.7,35.29968145,129.1685402,35.3112852,129.1719563,-0.003416058,-0.011603751,253.5959619
26710-8,부산광역시 기장군,지방도,부산광역시 기장군,개좌고개(군도19호선),0.9,35.25507118,129.1454209,35.27014062,129.1502855,-0.004864635,-0.015069438,252.1091608
26710-9,부산광역시 기장군,지방도,부산광역시 기장군,곡천길(군도21호선),0.6,35.27684883,129.1910257,35.27767073,129.196368,-0.005342307,-0.000821896,188.7461937
26710-10,부산광역시 기장군,지방도,부산광역시 기장군,병산로(군도10호선),1.3,35.34053588,129.1782152,35.34734269,129.1893722,-0.011156933,-0.006806809,211.3872314
26710-11,부산광역시 기장군,지방도,부산광역시 기장군,고무로(군도14호선),1.4,35.34835204,129.2569094,35.34201945,129.269022,-0.012112606,0.006332584,152.3990083
26710-12,부산광역시 기장군,지방도,부산광역시 기장군,기장대로(국지도31호선),1.9,35.22228419,129.2127846,35.20683753,129.2076385,0.005146119,0.015446657,71.57428659
26710-13,부산광역시 기장군,지방도,부산광역시 기장군,정관산업로,0.4,35.31366616,129.174511,35.31682756,129.176405,-0.001893991,-0.003161408,239.0742809
26710-14,부산광역시 기장군,지방도,부산광역시 기장군,소산길,0.5,35.29640621,129.1703579,35.29934928,129.1644371,0.005920779,-0.002943069,333.5691968
26710-15,부산광역시 기장군,지방도,부산광역시 기장군,내덕길,1.2,35.32550054,129.2126812,35.33128151,129.219759,-0.007077854,-0.00578097,219.2408768
27000-8,대구광역시 본청,지방도,대구광역시 서구,신천대로,0.3,35.88543094,128.5370961,35.8857229,128.5321798,0.004916265,-0.00029196,356.6013987
27000-9,대구광역시 본청,지방도,대구광역시 달서구,도시고속도로,0.25,35.84802016,128.5222853,35.84839461,128.5253703,-0.003085007,-0.000374451,186.9205756
